"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","Orthogroup","Species"
"1","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0003725",0.00831173,0.999211814,3,51,"double-stranded RNA binding","MF",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"2","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0006458",0.006015084,1,1,1,"'de novo' protein folding","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"3","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0043627",3.27e-05,0.999998253,5,49,"response to estrogen","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"4","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0014823",0.005198109,0.999586516,3,44,"response to activity","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"5","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0045041",0.027219715,0.999751581,1,3,"protein import into mitochondrial intermembrane space","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"6","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0031985",0.004866711,0.999858,2,12,"Golgi cisterna","CC",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"7","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0050870",0.017932902,0.999892629,1,3,"positive regulation of T cell activation","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"8","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0032755",0.026795979,0.997918488,2,32,"positive regulation of interleukin-6 production","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"9","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0140030",0.011991848,0.999964063,1,2,"modification-dependent protein binding","MF",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
"10","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","GO:0042100",0.044670117,0.999159116,1,6,"B cell proliferation","BP",1770,1555.026697,0.625802441,0.17378852,3.600942354,0.000317066,0.048224078,"CvsMid","OG0007679","M.capitata"
