"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","Orthogroup","Species"
"1","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0016491",0.000143629,0.999943126,26,1058,"oxidoreductase activity","MF",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"2","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0008615",0.039297653,0.999478008,1,3,"pyridoxine biosynthetic process","BP",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"3","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0004733",0.014185371,1,1,1,"pyridoxamine-phosphate oxidase activity","MF",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"4","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0008614",0.028062713,0.999801066,1,2,"pyridoxine metabolic process","BP",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"5","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0030170",0.016099179,0.997141387,4,87,"pyridoxal phosphate binding","MF",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"6","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0016638",0.018814387,0.999911003,1,2,"oxidoreductase activity, acting on the CH-NH2 group of donors","MF",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"7","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0055114",0.012913878,0.994023813,16,776,"oxidation-reduction process","BP",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"8","Pocillopora_acuta_HIv1_PredGene_17795_t","GO:0002168",0.013160631,0.999334697,2,15,"instar larval development","BP",705,181.1573242,1.197004505,0.298995532,4.003419376,6.24e-05,0.011842726,"CvsHigh","OG0004726","P.acuta"
"9","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0010844",0.006653199,0.99976837,2,13,"recombination hotspot binding","MF",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"10","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0010845",0.008345563,0.999670073,2,14,"positive regulation of reciprocal meiotic recombination","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"11","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0007292",0.042413833,0.995741789,2,36,"female gamete generation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"12","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0060903",0.01203166,0.999408754,2,18,"positive regulation of meiosis I","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"13","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:1990918",0.012733884,0.999349489,2,20,"double-strand break repair involved in meiotic recombination","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"14","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0042800",0.007479408,0.999321477,3,40,"histone methyltransferase activity (H3-K4 specific)","MF",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"15","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0051568",0.005046572,0.999362359,4,72,"histone H3-K4 methylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"16","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0097692",0.014117762,0.99923578,2,21,"histone H3-K4 monomethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"17","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0006311",0.007949446,0.999691031,2,15,"meiotic gene conversion","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"18","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0042054",0.019672164,0.997410362,3,59,"histone methyltransferase activity","MF",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"19","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0097676",0.002158628,0.999877863,3,26,"histone H3-K36 dimethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"20","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:1905516",0.018436979,0.998851337,2,21,"positive regulation of fertilization","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"21","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0018024",0.01481327,0.998247919,3,57,"histone-lysine N-methyltransferase activity","MF",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"22","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:2001255",0.010674649,0.999509893,2,17,"positive regulation of histone H3-K36 trimethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"23","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0034968",0.008906119,0.999134282,3,45,"histone lysine methylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"24","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0051567",0.015524628,0.99910817,2,24,"histone H3-K9 methylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"25","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0016571",0.0248711,0.996417175,3,62,"histone methylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"26","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0046975",0.005582386,0.999546921,3,36,"histone methyltransferase activity (H3-K36 specific)","MF",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"27","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0048232",0.022795179,0.998372015,2,31,"male gamete generation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"28","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0044648",0.017470956,0.998938355,2,22,"histone H3-K4 dimethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"29","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:1905437",0.007813124,0.999701511,2,14,"positive regulation of histone H3-K4 trimethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"30","Pocillopora_acuta_HIv1_PredGene_18567_t","GO:0097198",0.001870091,0.999899738,3,25,"histone H3-K36 trimethylation","BP",1473,37.86383061,-1.526626544,0.372535465,-4.097936137,4.17e-05,0.009804735,"CvsHigh","OG0002222","P.acuta"
"31","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0035988",0.000980805,0.999922335,4,49,"chondrocyte proliferation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"32","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0061564",0.001163136,0.999903769,4,47,"axon development","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"33","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0043588",0.010651463,0.998325451,4,85,"skin development","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"34","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0043583",0.001819299,0.999758221,5,92,"ear development","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"35","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0030199",0.014932311,0.996093881,6,219,"collagen fibril organization","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"36","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0045669",0.00096559,0.999828446,7,142,"positive regulation of osteoblast differentiation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"37","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0018108",0.006807415,0.997893454,9,383,"peptidyl-tyrosine phosphorylation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"38","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0090091",0.000162867,0.999992301,4,29,"positive regulation of extracellular matrix disassembly","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"39","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0014909",2.52e-06,0.999999968,4,10,"smooth muscle cell migration","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"40","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0034103",1.45e-05,0.999999666,4,16,"regulation of tissue remodeling","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"41","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0004713",0.006808732,0.997892931,9,384,"protein tyrosine kinase activity","MF",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"42","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0016323",0.018853973,0.992682399,10,536,"basolateral plasma membrane","CC",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"43","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0007595",0.005734731,0.999247454,4,76,"lactation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"44","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0010715",0.000150786,0.999993066,4,27,"regulation of extracellular matrix disassembly","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"45","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0048146",0.015961587,0.997168311,4,93,"positive regulation of fibroblast proliferation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"46","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0031214",3.2e-05,0.999999055,4,20,"biomineral tissue development","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"47","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0030500",0.000165419,0.999992148,4,29,"regulation of bone mineralization","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"48","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0001558",0.006233528,0.998890023,5,115,"regulation of cell growth","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"49","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0038083",0.000257829,0.999985983,4,36,"peptidyl-tyrosine autophosphorylation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"50","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0060444",0.00012615,0.999994404,4,30,"branching involved in mammary gland duct morphogenesis","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"51","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0033674",0.013624456,0.99650668,6,217,"positive regulation of kinase activity","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"52","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0031100",0.001642788,0.999787069,5,87,"animal organ regeneration","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"53","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0005576",0.020500567,0.986993189,39,2750,"extracellular region","CC",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"54","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0007565",0.001678444,0.999723768,6,113,"female pregnancy","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"55","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0007566",0.005928873,0.999216707,4,70,"embryo implantation","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"56","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:1990138",0.000907822,0.999929524,4,50,"neuron projection extension","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"57","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0001503",0.002158103,0.999495752,8,224,"ossification","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"58","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0003416",0.000596885,0.999958782,4,46,"endochondral bone growth","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"59","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0044319",3.35e-05,0.999998233,5,37,"wound healing, spreading of cells","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"60","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0004714",0.002037754,0.999585103,7,192,"transmembrane receptor protein tyrosine kinase activity","MF",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"61","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0038062",2.26e-05,0.999999395,4,19,"protein tyrosine kinase collagen receptor activity","MF",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"62","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0051091",0.012781343,0.996776106,6,181,"positive regulation of DNA-binding transcription factor activity","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"63","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0061302",3.73e-07,0.999999998,4,7,"smooth muscle cell-matrix adhesion","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"64","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0060749",5.32e-06,0.999999912,4,12,"mammary gland alveolus development","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"65","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0001952",2.81e-05,0.999999206,4,19,"regulation of cell-matrix adhesion","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"66","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0005615",0.012792659,0.992867651,27,1706,"extracellular space","CC",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"67","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0038063",0.000136375,0.999993826,4,30,"collagen-activated tyrosine kinase receptor signaling pathway","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"68","Pocillopora_acuta_HIv1_PredGene_22960_t","GO:0010763",3.83e-05,0.999996953,6,71,"positive regulation of fibroblast migration","BP",1515,60.29342261,1.457128457,0.359258888,4.055928766,4.99e-05,0.010240527,"CvsHigh","OG0001696","P.acuta"
"69","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:2000850",0.000855762,0.999991316,2,6,"negative regulation of glucocorticoid secretion","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"70","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0097381",0.001493874,0.999977306,2,9,"photoreceptor disc membrane","CC",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"71","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0009785",0.006038514,0.999805043,2,11,"blue light signaling pathway","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"72","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0050896",0.000696943,0.999803893,12,433,"response to stimulus","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"73","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0042622",0.041147834,0.995976966,2,29,"photoreceptor outer segment membrane","CC",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"74","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0042754",0.008254406,0.99967285,2,15,"negative regulation of circadian rhythm","BP",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
"75","Pocillopora_acuta_HIv1_PredGene_23744_t","GO:0009881",0.001060448,0.999914755,4,44,"photoreceptor activity","MF",1620,185.7960158,1.713554359,0.380654292,4.501602622,6.74e-06,0.002272658,"CvsHigh","OG0009134","P.acuta"
