"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"279","GO:0000274","Montipora_capitata_PredGene_g15708","mitochondrial proton-transporting ATP synthase, stator stalk","CC",0.0115269923416862,0.638201279159489,0.0449952101356858,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase, stator stalk","other membranes","C"
"280","GO:0000274","Montipora_capitata_PredGene_g15708","mitochondrial proton-transporting ATP synthase, stator stalk","CC",0.0115269923416862,0.638201279159489,0.0449952101356858,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase, stator stalk","mitochondrion","C"
"281","GO:0000274","Montipora_capitata_PredGene_g15708","mitochondrial proton-transporting ATP synthase, stator stalk","CC",0.0115269923416862,0.689084152666435,0.0421136875106991,"CvsHigh","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase, stator stalk","other membranes","C"
"282","GO:0000274","Montipora_capitata_PredGene_g15708","mitochondrial proton-transporting ATP synthase, stator stalk","CC",0.0115269923416862,0.689084152666435,0.0421136875106991,"CvsHigh","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase, stator stalk","mitochondrion","C"
"285","GO:0000276","Montipora_capitata_PredGene_g47600","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.768820957368472,0.0163810323061964,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","mitochondrion","C"
"286","GO:0000276","Montipora_capitata_PredGene_g47600","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.768820957368472,0.0163810323061964,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","other membranes","C"
"287","GO:0000276","Montipora_capitata_PredGene_g47600","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.81047151240387,0.02273910572904,"CvsHigh","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","mitochondrion","C"
"288","GO:0000276","Montipora_capitata_PredGene_g47600","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.81047151240387,0.02273910572904,"CvsHigh","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","other membranes","C"
"289","GO:0000276","Montipora_capitata_PredGene_g22334","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.608923379644816,0.0146937265397531,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","mitochondrion","C"
"290","GO:0000276","Montipora_capitata_PredGene_g22334","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","CC",0.00563474583144852,0.608923379644816,0.0146937265397531,"CvsMid","M.capitata","Hawaii","mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)","other membranes","C"
"645","GO:0000786","Montipora_capitata_PredGene_adi2mcaRNA25316_R4","nucleosome","CC",0.0325073161329042,2.09088576211133,0.000719045218036458,"CvsHigh","M.capitata","Hawaii","nucleosome","other cellular component","C"
"646","GO:0000786","Montipora_capitata_PredGene_adi2mcaRNA25316_R5","nucleosome","CC",0.0325073161329042,1.23577479479792,0.0449952101356858,"CvsMid","M.capitata","Hawaii","nucleosome","other cellular component","C"
"647","GO:0000786","Montipora_capitata_PredGene_adi2mcaRNA25316_R4","nucleosome","CC",0.0325073161329042,1.81223075203382,0.0021706200071208,"CvsMid","M.capitata","Hawaii","nucleosome","other cellular component","C"
"648","GO:0000786","Montipora_capitata_PredGene_adi2mcaRNA25316_R5","nucleosome","CC",0.0325073161329042,1.31576379141465,0.0399001564351074,"CvsHigh","M.capitata","Hawaii","nucleosome","other cellular component","C"
"3931","GO:0005726","Montipora_capitata_PredGene_g27065","perichromatin fibrils","CC",0.0458686445731109,-2.22099419879638,0.0133653026475754,"CvsMid","M.capitata","Hawaii","perichromatin fibrils","nucleus","C"
"3956","GO:0005749","Montipora_capitata_PredGene_g2532","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC",0.0160811318264404,0.685400482557954,0.0271957354777512,"CvsHigh","M.capitata","Hawaii","mitochondrial respiratory chain complex II","other membranes","C"
"3957","GO:0005749","Montipora_capitata_PredGene_g2532","mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)","CC",0.0160811318264404,0.685400482557954,0.0271957354777512,"CvsHigh","M.capitata","Hawaii","mitochondrial respiratory chain complex II","mitochondrion","C"
"3985","GO:0005769","Montipora_capitata_PredGene_g546","early endosome","CC",0.0268156992433821,-1.09917120319562,0.043163854033813,"CvsHigh","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3986","GO:0005769","Montipora_capitata_PredGene_adi2mcaRNA10298_R0","early endosome","CC",0.0268156992433821,0.625802440730696,0.0482240776358442,"CvsMid","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3987","GO:0005769","Montipora_capitata_PredGene_adi2mcaRNA5341_R0","early endosome","CC",0.0268156992433821,-2.43934153989234,4.08706286422611e-06,"CvsMid","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3988","GO:0005769","Montipora_capitata_PredGene_adi2mcaRNA21693_R0","early endosome","CC",0.0268156992433821,-1.36726050572403,0.00204098555212331,"CvsHigh","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3989","GO:0005769","Montipora_capitata_PredGene_g67062","early endosome","CC",0.0268156992433821,-2.31168186366529,0.0300786374334892,"CvsHigh","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3990","GO:0005769","Montipora_capitata_PredGene_g67062","early endosome","CC",0.0268156992433821,-2.52361645621059,0.00350012419720427,"CvsMid","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3991","GO:0005769","Montipora_capitata_PredGene_adi2mcaRNA5341_R0","early endosome","CC",0.0268156992433821,-2.5327333068623,8.02705961132214e-06,"CvsHigh","M.capitata","Hawaii","early endosome","other cytoplasmic organelle","C"
"3993","GO:0005771","Montipora_capitata_PredGene_g546","multivesicular body","CC",0.0240532588990564,-1.09917120319562,0.043163854033813,"CvsHigh","M.capitata","Hawaii","multivesicular body","other cytoplasmic organelle","C"
"3994","GO:0005771","Montipora_capitata_PredGene_g32152","multivesicular body","CC",0.0240532588990564,1.04145716651525,0.0165202232253757,"CvsHigh","M.capitata","Hawaii","multivesicular body","other cytoplasmic organelle","C"
"4017","GO:0005789","Montipora_capitata_PredGene_g30681","endoplasmic reticulum membrane","CC",0.0141204061863821,1.16900115600087,0.0326775675616467,"CvsHigh","M.capitata","Hawaii","endoplasmic reticulum membrane","other membranes","C"
"4018","GO:0005789","Montipora_capitata_PredGene_g30681","endoplasmic reticulum membrane","CC",0.0141204061863821,1.16900115600087,0.0326775675616467,"CvsHigh","M.capitata","Hawaii","endoplasmic reticulum membrane","ER/Golgi","C"
"4019","GO:0005789","Montipora_capitata_PredGene_g3118","endoplasmic reticulum membrane","CC",0.0141204061863821,0.660491196833898,0.0326775675616467,"CvsHigh","M.capitata","Hawaii","endoplasmic reticulum membrane","other membranes","C"
"4020","GO:0005789","Montipora_capitata_PredGene_g3118","endoplasmic reticulum membrane","CC",0.0141204061863821,0.660491196833898,0.0326775675616467,"CvsHigh","M.capitata","Hawaii","endoplasmic reticulum membrane","ER/Golgi","C"
"4021","GO:0005789","Montipora_capitata_PredGene_g62662","endoplasmic reticulum membrane","CC",0.0141204061863821,-0.56957696914895,0.0203825458908383,"CvsMid","M.capitata","Hawaii","endoplasmic reticulum membrane","other membranes","C"
