#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2016	1	1	0	21	999	99	99	0.75	3.57	3.79	118	9999	999	25.9	999	99	99
2016	1	1	0	51	999	99	99	0.72	3.33	3.76	128	9999	999	25.7	999	99	99
2016	1	1	1	21	999	99	99	0.74	3.45	3.87	123	9999	999	25.7	999	99	99
2016	1	1	2	21	999	99	99	0.72	3.33	3.82	118	9999	999	25.4	999	99	99
2016	1	1	2	51	999	99	99	0.68	3.23	3.82	128	9999	999	25.2	999	99	99
2016	1	1	3	21	999	99	99	0.66	9.09	3.86	70	9999	999	25.2	999	99	99
2016	1	1	3	51	999	99	99	0.63	8.33	3.89	78	9999	999	25.3	999	99	99
2016	1	1	4	21	999	99	99	0.62	8.33	3.96	76	9999	999	25.3	999	99	99
2016	1	1	4	51	999	99	99	0.6	8.33	4.09	73	9999	999	25.4	999	99	99
2016	1	1	5	21	999	99	99	0.55	8.33	4.27	69	9999	999	25.3	999	99	99
2016	1	1	6	21	999	99	99	0.56	9.09	4.42	64	9999	999	25.4	999	99	99
2016	1	1	6	51	999	99	99	0.57	8.33	4.52	74	9999	999	25.4	999	99	99
2016	1	1	7	21	999	99	99	0.54	9.09	4.51	78	9999	999	25.4	999	99	99
2016	1	1	7	51	999	99	99	0.5	8.33	4.73	71	9999	999	25.4	999	99	99
2016	1	1	8	21	999	99	99	0.51	9.09	4.66	63	9999	999	25.3	999	99	99
2016	1	1	8	51	999	99	99	0.52	10.53	4.74	71	9999	999	25.3	999	99	99
2016	1	1	9	21	999	99	99	0.52	8.33	4.96	67	9999	999	25.3	999	99	99
2016	1	1	10	21	999	99	99	0.53	7.69	5.06	81	9999	999	25.3	999	99	99
2016	1	1	10	51	999	99	99	0.51	8.33	4.82	80	9999	999	25.2	999	99	99
2016	1	1	11	21	999	99	99	0.51	9.09	4.67	73	9999	999	25.2	999	99	99
2016	1	1	11	51	999	99	99	0.51	13.33	4.8	70	9999	999	25.2	999	99	99
2016	1	1	12	21	999	99	99	0.47	9.88	4.93	70	9999	999	25.2	999	99	99
2016	1	1	12	51	999	99	99	0.45	12.5	4.9	70	9999	999	25.1	999	99	99
2016	1	1	14	21	999	99	99	0.5	8.33	5.24	74	9999	999	25.1	999	99	99
2016	1	1	14	51	999	99	99	0.47	12.5	5.17	73	9999	999	25.2	999	99	99
2016	1	1	15	21	999	99	99	0.49	12.5	5.41	74	9999	999	25.2	999	99	99
2016	1	1	15	51	999	99	99	0.49	8.33	5.47	84	9999	999	25.2	999	99	99
2016	1	1	16	21	999	99	99	0.49	8.33	5.59	76	9999	999	25.4	999	99	99
2016	1	1	16	51	999	99	99	0.48	9.09	5.65	66	9999	999	25.5	999	99	99
2016	1	1	17	21	999	99	99	0.49	8.33	5.28	84	9999	999	25.6	999	99	99
2016	1	1	18	21	999	99	99	0.51	8.33	5.67	78	9999	999	25.5	999	99	99
2016	1	1	18	51	999	99	99	0.47	8.33	5.15	73	9999	999	25.4	999	99	99
2016	1	1	19	21	999	99	99	0.48	8.33	5.11	74	9999	999	25.4	999	99	99
2016	1	1	19	51	999	99	99	0.5	8.33	4.96	69	9999	999	25.3	999	99	99
2016	1	1	20	21	999	99	99	0.53	7.69	4.91	76	9999	999	25.3	999	99	99
2016	1	1	20	51	999	99	99	0.53	7.69	4.35	71	9999	999	25.3	999	99	99
2016	1	1	21	21	999	99	99	0.53	8.33	4.27	81	9999	999	25.3	999	99	99
2016	1	1	22	21	999	99	99	0.52	7.69	4.21	76	9999	999	25.2	999	99	99
2016	1	1	22	51	999	99	99	0.57	8.33	4.29	77	9999	999	25.1	999	99	99
2016	1	1	23	21	999	99	99	0.58	7.69	3.98	80	9999	999	25.1	999	99	99
2016	1	1	23	51	999	99	99	0.61	8.33	4	84	9999	999	25.1	999	99	99
2016	1	2	0	51	999	99	99	0.55	7.69	3.97	85	9999	999	25.1	999	99	99
2016	1	2	1	21	999	99	99	0.55	8.33	4.52	78	9999	999	25.1	999	99	99
2016	1	2	2	21	999	99	99	0.56	8.33	4.4	80	9999	999	25.1	999	99	99
2016	1	2	2	51	999	99	99	0.52	9.09	4.38	83	9999	999	25.1	999	99	99
2016	1	2	3	21	999	99	99	0.51	8.33	4.43	78	9999	999	25	999	99	99
2016	1	2	3	51	999	99	99	0.53	8.33	4.3	71	9999	999	25	999	99	99
2016	1	2	4	51	999	99	99	0.47	9.09	4.84	74	9999	999	25	999	99	99
2016	1	2	5	21	999	99	99	0.46	8.33	5.03	76	9999	999	25	999	99	99
2016	1	2	6	21	999	99	99	0.41	8.33	5.87	76	9999	999	25	999	99	99
2016	1	2	6	51	999	99	99	0.45	9.09	3.97	78	9999	999	25	999	99	99
2016	1	2	7	21	999	99	99	0.51	8.33	3.65	77	9999	999	24.9	999	99	99
2016	1	2	7	51	999	99	99	0.6	3.03	3.48	353	9999	999	24.9	999	99	99
2016	1	2	8	51	999	99	99	0.76	3.57	3.66	348	9999	999	24.9	999	99	99
2016	1	2	9	21	999	99	99	0.76	3.85	3.79	346	9999	999	24.8	999	99	99
2016	1	2	10	21	999	99	99	0.78	4	3.68	353	9999	999	24.9	999	99	99
2016	1	2	10	51	999	99	99	0.78	4.35	3.64	353	9999	999	24.9	999	99	99
2016	1	2	11	21	999	99	99	0.75	4.35	3.73	354	9999	999	24.9	999	99	99
2016	1	2	11	51	999	99	99	0.78	5	3.79	0	9999	999	24.8	999	99	99
2016	1	2	12	21	999	99	99	0.75	5.26	3.82	4	9999	999	24.7	999	99	99
2016	1	2	12	51	999	99	99	0.8	3.7	3.69	353	9999	999	24.7	999	99	99
2016	1	2	13	21	999	99	99	0.8	3.23	3.54	355	9999	999	24.7	999	99	99
2016	1	2	14	21	999	99	99	0.82	3.85	3.77	354	9999	999	24.6	999	99	99
2016	1	2	14	51	999	99	99	0.77	3.85	3.71	353	9999	999	24.6	999	99	99
2016	1	2	15	21	999	99	99	0.79	4.17	3.69	350	9999	999	24.6	999	99	99
2016	1	2	15	51	999	99	99	0.81	4.35	3.78	350	9999	999	24.6	999	99	99
2016	1	2	16	21	999	99	99	0.85	4	3.62	353	9999	999	24.6	999	99	99
