"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X19_T33_Ac_WK","X24_T12_Ac_FM","X25_ctl1_Ac_GF_1","X27_ctl2_Ac_YG_1","X31_T22_Ac_UV","X35_T43_Ac_MT","X37_T13_Ac_ML","X38_T23_Ac_IN","X41_ctl3_Ac_RN_1","X45_T41_Ac_SC_1","X47_T31_Ac_JB","X52_T11_Ac_II","X53_T21_Ac_NH","X54_T42_Ac_JQ","X57_T32_Ac_NM","GO_terms","scaffold","start","stop","length"
"1","Acerv_evm.TU.Segkk1157_pilon.2",112.055840930544,2.37088330180125,0.499387640702553,4.7475810544006,2.05863899561815e-06,0.00206275627360939,"CvsT2",57,0,917,634,51,112,32,67,544,795,28,44,33,100,27,"NA",NA,NA,NA,NA
"2","Acerv_evm.TU.Segkk119_pilon.17",77.9620183590658,-3.62802450009431,0.577833074219421,-6.27867227052608,3.4147652804296e-10,3.07943532989142e-06,"CvsT2",110,0,35,36,108,186,75,283,28,36,72,50,81,132,38,"NA",NA,NA,NA,NA
"3","Acerv_evm.TU.Segkk1268_pilon.2",24.826070552109,-3.22927139330695,0.638842827303318,-5.05487618439474,4.30670076124126e-07,0.000647297124414562,"CvsT2",25,0,7,6,27,35,30,43,10,12,35,50,14,39,28,"NA","Segkk1268_pilon",5673,5835,162
"4","Acerv_evm.TU.Segkk1466_pilon.9",51.2384693555399,-2.05632533021836,0.504836392276857,-4.07325098126176,4.6361417181206e-05,0.0199089171495293,"CvsT2",44,0,43,73,47,120,53,139,43,85,29,21,62,175,26,"GO:0003700,GO:0006355",NA,NA,NA,NA
"5","Acerv_evm.TU.Segkk1630_pilon.6",70.1900674293588,-4.19079493842059,1.05815313740697,-3.96048056776566,7.47990800096219e-05,0.0256645981709117,"CvsT2",112,0,10,15,99,178,97,80,8,5,56,134,48,179,62,"NA",NA,NA,NA,NA
"6","Acerv_evm.TU.Segkk1677_pilon.1",70.0638705244626,-1.98738173052372,0.415714703498852,-4.78063853358317,1.74739297817597e-06,0.00196974873464886,"CvsT2",85,7,48,38,70,158,69,99,55,74,70,86,45,112,37,"GO:0005515",NA,NA,NA,NA
"7","Acerv_evm.TU.Segkk1708_pilon.21",10.2282449967353,-2.2219822937399,0.565792930929282,-3.92720052208928,8.5940328515059e-05,0.0258336627516267,"CvsT2",14,0,7,4,10,14,10,20,11,15,10,18,9,22,7,"NA",NA,NA,NA,NA
"8","Acerv_evm.TU.Segkk1779_pilon.5",26.2640847133377,-2.18603744157547,0.487013076270296,-4.48866272404193,7.16716662737467e-06,0.00538612572047207,"CvsT2",59,0,14,16,30,52,30,48,33,45,30,15,31,58,10,"NA","Segkk1779_pilon",30680,35002,4322
"9","Acerv_evm.TU.Segkk1793_pilon.1",21.3572085837625,-3.29626219049415,0.605408250019738,-5.44469321385475,5.18947473976264e-08,0.000155995610677265,"CvsT2",36,0,6,9,24,38,25,41,6,13,33,37,14,37,13,"NA","Segkk1793_pilon",1461,4240,2779
"10","Acerv_evm.TU.Segkk1822_pilon.2",466.93867794428,-2.71047231155233,0.614767396858236,-4.40893958496201,1.03877995787695e-05,0.00720593666164179,"CvsT2",386,10,406,368,522,938,404,1163,250,484,96,224,739,1588,352,"GO:0005975",NA,NA,NA,NA
"11","Acerv_evm.TU.Segkk1945_pilon.2",12.7834365471073,-2.46363560174548,0.626622441813456,-3.93161086700898,8.43785676054112e-05,0.0258336627516267,"CvsT2",34,0,8,12,16,18,17,18,0,11,12,19,7,24,12,"GO:0005576,GO:0030414,GO:0003676,GO:0005524",NA,NA,NA,NA
"12","Acerv_evm.TU.Segkk2117_pilon.21",24.7097608079351,-1.77340928672203,0.43914006528796,-4.03836822668218,5.3824315476011e-05,0.0205646587427105,"CvsT2",45,0,30,17,32,61,27,40,28,33,26,18,24,44,16,"NA",NA,NA,NA,NA
"13","Acerv_evm.TU.Segkk2165_pilon.11",31.722366003557,1.89504280003697,0.481076126593063,3.93917447838763,8.17624549762851e-05,0.0258336627516267,"CvsT2",37,0,266,215,31,74,13,12,82,83,11,15,12,37,5,"NA",NA,NA,NA,NA
"14","Acerv_evm.TU.Segkk223_pilon.4",57.2699819424831,-2.10152481369398,0.515238036232938,-4.07874548443448,4.52793741615643e-05,0.0199089171495293,"CvsT2",84,0,22,77,76,119,54,105,38,63,68,86,45,100,33,"GO:0005515",NA,NA,NA,NA
"15","Acerv_evm.TU.Segkk2424_pilon.11",80.4777488430549,-3.51581297257355,0.862923457057865,-4.07430455600396,4.61520528028966e-05,0.0199089171495293,"CvsT2",134,0,38,19,85,125,123,233,26,28,77,49,52,227,71,"GO:0016831,GO:0019752,GO:0030170,GO:0004190,GO:0006508,GO:0015074,GO:0003676","Segkk2424_pilon",78955,99471,20516
