"","gene_id","GO.ID"
"1","LOC113664113","GO:0005509;GO:0005509;GO:0005509;GO:0005509"
"2","LOC113664114","GO:0005509"
"3","LOC113664116","GO:0016705,GO:0055114;GO:0005506,GO:0016705,GO:0020037,GO:0055114;GO:0005506,GO:0016705,GO:0020037,GO:0055114;GO:0016705,GO:0055114"
"4","LOC113664117","GO:0005506;GO:0016021;GO:0016705;GO:0020037;GO:0055114;GO:0005506;GO:0016021;GO:0016705;GO:0020037"
"5","LOC113664119","GO:0005506,GO:0016705,GO:0020037,GO:0055114"
"6","LOC113664120","GO:0005509;GO:0005515;GO:0005509;GO:0005515"
"7","LOC113664121","GO:0008270;GO:0003677;GO:0003677;GO:0008270"
"8","LOC113664122","GO:0016491,GO:0055114"
"9","LOC113664124","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"10","LOC113664126","GO:0005515"
"11","LOC113664128","GO:0004930,GO:0007186,GO:0016021;GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"12","LOC113664129","GO:0005515"
"13","LOC113664131","GO:0016491,GO:0055114;GO:0004152,GO:0006207,GO:0055114;GO:0003824;GO:0051536;GO:0005737,GO:0016627,GO:0055114;GO:0003824;GO:0051536;GO:0004152,GO:0006207,GO:0055114;GO:0005737,GO:0016627,GO:0055114;GO:0016491,GO:0055114"
"14","LOC113664132","GO:0003676;GO:0003676,GO:0005524;GO:0004386;GO:0003676;GO:0003676,GO:0005524;GO:0004386"
"15","LOC113664135","GO:0003676"
"16","LOC113664136","GO:0007154,GO:0016020"
"17","LOC113664138","GO:0005886,GO:0007155;GO:0005509,GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005509,GO:0016020;GO:0005886,GO:0007155"
"18","LOC113664139","GO:0006486,GO:0016020"
"19","LOC113664140","GO:0005576"
"20","LOC113664141","GO:0007154,GO:0016020"
"21","LOC113664144","GO:0003676,GO:0005524"
"22","LOC113664145","GO:0003676,GO:0005524"
"23","LOC113664148","GO:0016830;GO:0065007;GO:0005737;GO:0005886;GO:0008428;GO:0008948;GO:0046872;GO:0047443;GO:0051252"
"24","LOC113664150","GO:0007154,GO:0016020"
"25","LOC113664151","GO:0016787"
"26","LOC113664153","GO:0035556;GO:0005515;GO:0005515;GO:0035556"
"27","LOC113664155","GO:0016787"
"28","LOC113664156","GO:0006508,GO:0008236"
"29","LOC113664162","GO:0005509;GO:0005515;GO:0005515;GO:0005509"
"30","LOC113664163","GO:0003700,GO:0006355"
"31","LOC113664166","GO:0005515;GO:0005634,GO:0018024;GO:0005694,GO:0006355,GO:0018024,GO:0034968;GO:0005515;GO:0005634,GO:0018024;GO:0005694,GO:0006355,GO:0018024,GO:0034968"
"32","LOC113664167","GO:0015501,GO:0015813,GO:0016021"
"33","LOC113664168","GO:0008168;GO:0110165;GO:0005201;GO:0005634;GO:0016021;GO:0046975;GO:0097198"
"34","LOC113664171","GO:0005515"
"35","LOC113664172","GO:0016021"
"36","LOC113664174","GO:0046983;GO:0003700,GO:0006355;GO:0046983;GO:0003700,GO:0006355"
"37","LOC113664175","GO:0005515;GO:0016787;GO:0016787;GO:0005515"
"38","LOC113664176","GO:0008194"
"39","LOC113664178","GO:0005515"
"40","LOC113664181","GO:0005509"
"41","LOC113664182","GO:0005506,GO:0016705,GO:0020037,GO:0055114;GO:0016705,GO:0055114;GO:0005506,GO:0016705,GO:0020037,GO:0055114;GO:0016705,GO:0055114"
"42","LOC113664183","GO:0000808,GO:0005634,GO:0006260"
"43","LOC113664188","GO:0005515"
"44","LOC113664191","GO:0005509"
"45","LOC113664194","GO:0000976;GO:0003700,GO:0006355;GO:0000976;GO:0003700,GO:0006355"
"46","LOC113664196","GO:0005515"
"47","LOC113664197","GO:0003700,GO:0006355"
"48","LOC113664199","GO:0005515"
"49","LOC113664200","GO:0005515"
"50","LOC113664201","GO:0016021;GO:0016021"
"51","LOC113664207","GO:0016787"
"52","LOC113664208","GO:0005515"
"53","LOC113664209","GO:0016409;GO:0005515;GO:0005515;GO:0016409"
"54","LOC113664211","GO:0016020;GO:0016021"
"55","LOC113664213","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"56","LOC113664214","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"57","LOC113664215","GO:0005515;GO:0035556;GO:0016055;GO:0005515;GO:0035556;GO:0016055"
"58","LOC113664218","GO:0005509,GO:0007156,GO:0016020;GO:0005509,GO:0016020;GO:0005509,GO:0007156,GO:0016020;GO:0005509,GO:0016020"
"59","LOC113664219","GO:0005267"
"60","LOC113664220","GO:0003723,GO:0003746,GO:0043022,GO:0045901,GO:0045905;GO:0003723,GO:0003746,GO:0043022,GO:0045901;GO:0003723,GO:0003746,GO:0043022,GO:0045901,GO:0045905;GO:0003723,GO:0003746,GO:0043022,GO:0045901"
"61","LOC113664221","GO:0005506,GO:0016705,GO:0031418,GO:0055114;GO:0016491,GO:0055114;GO:0004656,GO:0005783,GO:0016702,GO:0055114;GO:0005515;GO:0005515;GO:0005506,GO:0016705,GO:0031418,GO:0055114;GO:0004656,GO:0005783,GO:0016702,GO:0055114;GO:0016491,GO:0055114"
"62","LOC113664222","GO:0005509"
"63","LOC113664223","GO:0005515"
"64","LOC113664227","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"65","LOC113664228","GO:0008083"
"66","LOC113664229","GO:0000015,GO:0000287,GO:0004634,GO:0006096"
"67","LOC113664230","GO:0003676"
"68","LOC113664231","GO:0008237;GO:0006508;GO:0004222,GO:0006508;GO:0004222,GO:0006508;GO:0008237;GO:0006508"
"69","LOC113664232","GO:0003924,GO:0005525;GO:0005525;GO:0003924,GO:0005525;GO:0005525"
"70","LOC113664233","GO:0005525;GO:0003924,GO:0005525;GO:0005525;GO:0003924,GO:0005525"
"71","LOC113664234","GO:0005525;GO:0003924,GO:0005525;GO:0005525;GO:0003924,GO:0005525"
"72","LOC113664240","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"73","LOC113664241","GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021"
"74","LOC113664242","GO:0004930,GO:0007186,GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"75","LOC113664244","GO:0004843,GO:0006511;GO:0004843,GO:0016579;GO:0004843;GO:0005515;GO:0004843;GO:0004843,GO:0016579;GO:0004843,GO:0006511;GO:0005515"
"76","LOC113664245","GO:0055114"
"77","LOC113664247","GO:0008013"
"78","LOC113664248","GO:0004197,GO:0006508;GO:0008234;GO:0008234;GO:0004197,GO:0006508"
"79","LOC113664249","GO:0004197,GO:0006508;GO:0008234;GO:0008234;GO:0004197,GO:0006508"
"80","LOC113664251","GO:0003824"
"81","LOC113664252","GO:0006486,GO:0008375"
"82","LOC113664253","GO:0055114"
"83","LOC113664254","GO:0004930,GO:0007186,GO:0016021;GO:0016021;GO:0004930,GO:0007186,GO:0016021;GO:0016021"
"84","LOC113664255","GO:0006508;GO:0008237;GO:0004222,GO:0006508;GO:0004222,GO:0006508;GO:0006508;GO:0008237"
"85","LOC113664257","GO:0004843,GO:0006511;GO:0004843,GO:0016579;GO:0004843,GO:0016579;GO:0004843,GO:0006511"
"86","LOC113664258","GO:0005515"
"87","LOC113664259","GO:0005096"
"88","LOC113664262","GO:0016020,GO:0016021"
