"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X1_2","X2_2","X4_2","X11_2","X28_2","X35_2","X36_2","X38_2","X39_2","X41_2","X42_2","X47_2","length"
"1","LOC113664141","GO:0007154",0.000509546274168961,0.999970416915403,4,15,"cell communication","BP",290.482134507231,-2.32638306719626,0.409640798721396,-5.67908048821688,1.3542074896528e-08,2.88467029257426e-06,"CvsHigh",233,353,79,116,218,259,335,234,227,140,426,342,12015
"2","LOC113664141","GO:0007154",0.000509546274168961,0.999970416915403,4,15,"cell communication","BP",290.482134507231,-2.28302636442786,0.409692825839152,-5.57253195672066,2.51063419134547e-08,5.51781603386816e-06,"CvsMid",233,353,79,116,218,259,335,234,227,140,426,342,12015
"3","LOC113664150","GO:0007154",0.000509546274168961,0.999970416915403,4,15,"cell communication","BP",183.041454303506,-2.8815137076891,0.832822146767834,-3.45993885834112,0.000540298053673829,0.02804448966107,"CvsMid",458,152,4,63,226,290,121,16,130,113,241,95,2364
"4","LOC113665266","GO:0048487",0.0459571577001183,0.999460476846502,1,2,"beta-tubulin binding","MF",164.01931656422,-5.24789695663669,0.473288223459513,-11.0881629766256,1.43198208841348e-28,1.98272239961731e-25,"CvsHigh",236,41,7,13,123,307,186,305,7,15,237,202,3140
"5","LOC113665266","GO:0048487",0.0459571577001183,0.999460476846502,1,2,"beta-tubulin binding","MF",164.01931656422,-5.37398595247321,0.473018160996665,-11.3610562883041,6.5349660762262e-30,1.00536822546031e-26,"CvsMid",236,41,7,13,123,307,186,305,7,15,237,202,3140
"6","LOC113665266","GO:0007021",0.0459571577001183,0.999460476846502,1,2,"tubulin complex assembly","BP",164.01931656422,-5.24789695663669,0.473288223459513,-11.0881629766256,1.43198208841348e-28,1.98272239961731e-25,"CvsHigh",236,41,7,13,123,307,186,305,7,15,237,202,3140
"7","LOC113665266","GO:0007021",0.0459571577001183,0.999460476846502,1,2,"tubulin complex assembly","BP",164.01931656422,-5.37398595247321,0.473018160996665,-11.3610562883041,6.5349660762262e-30,1.00536822546031e-26,"CvsMid",236,41,7,13,123,307,186,305,7,15,237,202,3140
"8","LOC113665266","GO:0007023",0.0459571577001183,0.999460476846502,1,2,"post-chaperonin tubulin folding pathway","BP",164.01931656422,-5.24789695663669,0.473288223459513,-11.0881629766256,1.43198208841348e-28,1.98272239961731e-25,"CvsHigh",236,41,7,13,123,307,186,305,7,15,237,202,3140
"9","LOC113665266","GO:0007023",0.0459571577001183,0.999460476846502,1,2,"post-chaperonin tubulin folding pathway","BP",164.01931656422,-5.37398595247321,0.473018160996665,-11.3610562883041,6.5349660762262e-30,1.00536822546031e-26,"CvsMid",236,41,7,13,123,307,186,305,7,15,237,202,3140
"10","LOC113665451","GO:0004817",0.0244155994305271,1,1,1,"cysteine-tRNA ligase activity","MF",312.520083911524,-0.911682968054006,0.277056426591518,-3.29060393678634,0.000999725617846568,0.0354020483496255,"CvsHigh",270,168,187,467,228,419,303,385,350,374,357,265,13761
"11","LOC113665451","GO:0006423",0.0244155994305271,1,1,1,"cysteinyl-tRNA aminoacylation","BP",312.520083911524,-0.911682968054006,0.277056426591518,-3.29060393678634,0.000999725617846568,0.0354020483496255,"CvsHigh",270,168,187,467,228,419,303,385,350,374,357,265,13761
"12","LOC113665701","GO:0004713",0.00345864469245366,0.999139230254677,8,101,"protein tyrosine kinase activity","MF",47.5725525261979,-1.25126958729996,0.326114843973648,-3.83689859698956,0.000124597889508432,0.00866925818157664,"CvsMid",56,49,38,29,28,58,46,87,31,38,41,25,1701
"13","LOC113665701","GO:0004713",0.00345864469245366,0.999139230254677,8,101,"protein tyrosine kinase activity","MF",47.5725525261979,-1.91909969444675,0.317846340022568,-6.03782222035495,1.56208023381594e-09,4.32571258348311e-07,"CvsHigh",56,49,38,29,28,58,46,87,31,38,41,25,1701
"14","LOC113665702","GO:0004713",0.00345864469245366,0.999139230254677,8,101,"protein tyrosine kinase activity","MF",81.7010084816572,-1.4514256328037,0.390392211347771,-3.71786524068415,0.000200913389545149,0.0101527255169421,"CvsHigh",68,117,49,81,52,83,75,82,108,71,89,39,3403
"15","LOC113666052","GO:0017183",0.0467963939613129,0.999440348436022,1,2,"peptidyl-diphthamide biosynthetic process from peptidyl-histidine","BP",80.5324804937744,-0.840492399233886,0.239660829320818,-3.50700780605568,0.00045317585439876,0.0197939207571143,"CvsHigh",65,44,72,104,60,112,82,104,80,136,74,60,9672
"16","LOC113666259","GO:0003868",0.0239005266408133,1,1,1,"4-hydroxyphenylpyruvate dioxygenase activity","MF",195.828683192122,-0.651379177301899,0.192956035442626,-3.37579063441932,0.00073603906615996,0.0283877351254897,"CvsHigh",131,115,235,200,117,212,264,253,386,309,174,120,10736
"17","LOC113666259","GO:0016701",0.0239005266408133,1,1,1,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF",195.828683192122,-0.651379177301899,0.192956035442626,-3.37579063441932,0.00073603906615996,0.0283877351254897,"CvsHigh",131,115,235,200,117,212,264,253,386,309,174,120,10736
"18","LOC113666334","GO:0004044",0.0236193110395536,1,1,1,"amidophosphoribosyltransferase activity","MF",286.16643039206,0.75767094869216,0.193180462503634,3.92208890522718,8.77845870300971e-05,0.00506443913341135,"CvsHigh",250,77,652,592,217,244,213,192,557,661,277,161,5179
"19","LOC113666334","GO:0009113",0.0466827706291861,0.999443095699252,1,2,"purine nucleobase biosynthetic process","BP",286.16643039206,0.75767094869216,0.193180462503634,3.92208890522718,8.77845870300971e-05,0.00506443913341135,"CvsHigh",250,77,652,592,217,244,213,192,557,661,277,161,5179
"20","LOC113666513","GO:0006278",0.0464172712943597,0.999449488139165,1,2,"RNA-dependent DNA biosynthetic process","BP",23.8709757161105,-1.67772675330637,0.50513590122804,-3.32133738510297,0.000895871703950549,0.0329899989704769,"CvsHigh",37,27,24,17,11,20,42,18,24,9,23,11,2825
"21","LOC113666660","GO:0008289",0.0409027207786445,0.993038645777263,3,32,"lipid binding","MF",387.445706179502,-1.58104482574259,0.371297904360011,-4.25815714868566,2.0611903740681e-05,0.00160332819771612,"CvsHigh",467,180,136,382,589,520,356,450,285,200,522,227,4778
"22","LOC113666660","GO:0008289",0.0409027207786445,0.993038645777263,3,32,"lipid binding","MF",387.445706179502,-1.94662412146775,0.37082696096822,-5.24941367905172,1.52584077980322e-07,2.67427739710827e-05,"CvsMid",467,180,136,382,589,520,356,450,285,200,522,227,4778
"23","LOC113666995","GO:0004733",0.0236183783840856,1,1,1,"pyridoxamine-phosphate oxidase activity","MF",303.350673360141,1.47709731882647,0.266041925915547,5.55212233464043,2.82221969457645e-08,5.35293888919253e-06,"CvsHigh",207,72,773,1091,172,210,148,150,671,670,262,180,4968
"24","LOC113666995","GO:0004733",0.0236183783840856,1,1,1,"pyridoxamine-phosphate oxidase activity","MF",303.350673360141,0.877520667251059,0.263530699132832,3.32986126526665,0.000868892655008927,0.0413425694201155,"CvsMid",207,72,773,1091,172,210,148,150,671,670,262,180,4968
"25","LOC113666995","GO:0008615",0.0236183783840856,1,1,1,"pyridoxine biosynthetic process","BP",303.350673360141,1.47709731882647,0.266041925915547,5.55212233464043,2.82221969457645e-08,5.35293888919253e-06,"CvsHigh",207,72,773,1091,172,210,148,150,671,670,262,180,4968
"26","LOC113666995","GO:0008615",0.0236183783840856,1,1,1,"pyridoxine biosynthetic process","BP",303.350673360141,0.877520667251059,0.263530699132832,3.32986126526665,0.000868892655008927,0.0413425694201155,"CvsMid",207,72,773,1091,172,210,148,150,671,670,262,180,4968
"27","LOC113667052","GO:0030121",0.0249708294555116,1,1,1,"AP-1 adaptor complex","CC",164.780664565856,-1.08461981322645,0.31377578934187,-3.45667145161642,0.00054689118335113,0.0227395054795188,"CvsHigh",165,82,167,101,92,190,181,292,264,193,225,85,16654
"28","LOC113667052","GO:0030117",0.04510502683411,0.995614112272304,2,14,"membrane coat","CC",164.780664565856,-1.08461981322645,0.31377578934187,-3.45667145161642,0.00054689118335113,0.0227395054795188,"CvsHigh",165,82,167,101,92,190,181,292,264,193,225,85,16654
"29","LOC113667989","GO:0031464",0.023837728741634,1,1,1,"Cul4A-RING E3 ubiquitin ligase complex","CC",312.693423010089,3.41945827329742,0.755629323680201,4.52531177144286,6.03065354951193e-06,0.000668003432372337,"CvsMid",53,7,803,966,19,729,94,352,972,1236,55,44,10259
