tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
46731,Pocillopora damicornis,113687171,0,live,LOC113687171,,elastin-like,elastin-like,,Un,,,,,,
46731,Pocillopora damicornis,113687170,0,live,LOC113687170,pdam_00015466,uncharacterized LOC113687170,uncharacterized protein LOC113687170,,Un,,,,,,
46731,Pocillopora damicornis,113687169,0,live,LOC113687169,pdam_00015470,kelch-like protein 2,kelch-like protein 2,,Un,,,,,,
46731,Pocillopora damicornis,113687168,0,live,LOC113687168,pdam_00015472,dentin sialophosphoprotein-like,dentin sialophosphoprotein-like,,Un,,,,,,
46731,Pocillopora damicornis,113687167,0,live,LOC113687167,pdam_00015468,insulin receptor substrate 1-B-like,insulin receptor substrate 1-B-like,,Un,,,,,,
46731,Pocillopora damicornis,113687166,0,live,LOC113687166,pdam_00015469,ATP-dependent RNA helicase DDX54-like,ATP-dependent RNA helicase DDX54-like,,Un,,,,,,
46731,Pocillopora damicornis,113687165,0,live,LOC113687165,pdam_00015484,ficolin-2-like,ficolin-2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687164,0,live,LOC113687164,pdam_00001713,heparan-sulfate 6-O-sulfotransferase 1-B-like,heparan-sulfate 6-O-sulfotransferase 1-B-like,,Un,,,,,,
46731,Pocillopora damicornis,113687163,0,live,LOC113687163,pdam_00015478,uncharacterized LOC113687163,uncharacterized protein LOC113687163,,Un,,,,,,
46731,Pocillopora damicornis,113687162,0,live,LOC113687162,pdam_00015477,uncharacterized LOC113687162,uncharacterized protein LOC113687162,,Un,,,,,,
46731,Pocillopora damicornis,113687161,0,live,LOC113687161,,fibrinogen alpha chain-like,,,Un,,,,,,
46731,Pocillopora damicornis,113687160,0,live,LOC113687160,pdam_00015479,uncharacterized LOC113687160,uncharacterized protein LOC113687160,,Un,,,,,,
46731,Pocillopora damicornis,113687159,0,live,LOC113687159,,adhesive plaque matrix protein 2-like,adhesive plaque matrix protein 2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687158,0,live,LOC113687158,,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like","nascent polypeptide-associated complex subunit alpha, muscle-specific form-like",,Un,,,,,,
46731,Pocillopora damicornis,113687157,0,live,LOC113687157,pdam_00015475,proline-rich protein 36-like,proline-rich protein 36-like,,Un,,,,,,
46731,Pocillopora damicornis,113687156,0,live,LOC113687156,pdam_00015474,uncharacterized LOC113687156,uncharacterized protein LOC113687156,,Un,,,,,,
46731,Pocillopora damicornis,113687155,0,live,LOC113687155,pdam_00015473,probable NADH dehydrogenase,probable NADH dehydrogenase,,Un,,,,,,
46731,Pocillopora damicornis,113687154,0,live,LOC113687154,,uncharacterized LOC113687154,,,Un,,,,,,
46731,Pocillopora damicornis,113687153,0,live,LOC113687153,pdam_00001706,muscle M-line assembly protein unc-89-like,muscle M-line assembly protein unc-89-like,,Un,,,,,,
46731,Pocillopora damicornis,113687152,0,live,LOC113687152,,metalloproteinase inhibitor 3-like,metalloproteinase inhibitor 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687151,0,live,LOC113687151,pdam_00017773,metalloproteinase inhibitor 3-like,metalloproteinase inhibitor 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687150,0,live,LOC113687150,pdam_00017774,metalloproteinase inhibitor 3-like,metalloproteinase inhibitor 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687149,0,live,LOC113687149,pdam_00017771,metalloproteinase inhibitor 4-like,metalloproteinase inhibitor 4-like,,Un,,,,,,
46731,Pocillopora damicornis,113687148,0,live,LOC113687148,pdam_00017770,metalloproteinase inhibitor 3-like,metalloproteinase inhibitor 3-like,,Un,,,,,,
46731,Pocillopora damicornis,113687147,0,live,LOC113687147,pdam_00017768,uncharacterized LOC113687147,uncharacterized protein LOC113687147,,Un,,,,,,
46731,Pocillopora damicornis,113687146,0,live,LOC113687146,pdam_00017769,synapsin-2-like,synapsin-2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687145,0,live,LOC113687145,pdam_00017758,integrator complex subunit 13-like,integrator complex subunit 13-like,,Un,,,,,,
46731,Pocillopora damicornis,113687144,0,live,LOC113687144,pdam_00017762,uncharacterized LOC113687144,uncharacterized protein LOC113687144,,Un,,,,,,
46731,Pocillopora damicornis,113687143,0,live,LOC113687143,,uncharacterized LOC113687143,,,Un,,,,,,
46731,Pocillopora damicornis,113687142,0,live,LOC113687142,pdam_00017761,uncharacterized protein C7orf57 homolog,uncharacterized protein C7orf57 homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687141,0,live,LOC113687141,pdam_00017765,V-type proton ATPase subunit S1-like,V-type proton ATPase subunit S1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687140,0,live,LOC113687140,pdam_00017778,major facilitator superfamily domain-containing protein 12-like,major facilitator superfamily domain-containing protein 12-like,,Un,,,,,,
46731,Pocillopora damicornis,113687139,0,live,LOC113687139,pdam_00017780,major facilitator superfamily domain-containing protein 12-like,major facilitator superfamily domain-containing protein 12-like,,Un,,,,,,
46731,Pocillopora damicornis,113687138,0,live,LOC113687138,pdam_00017777,uncharacterized LOC113687138,uncharacterized protein LOC113687138,,Un,,,,,,
46731,Pocillopora damicornis,113687137,0,live,LOC113687137,,uncharacterized LOC113687137,,,Un,,,,,,
46731,Pocillopora damicornis,113687136,0,live,LOC113687136,pdam_00017764,polycystic kidney disease 2-like 1 protein,polycystic kidney disease 2-like 1 protein,,Un,,,,,,
46731,Pocillopora damicornis,113687135,0,live,LOC113687135,pdam_00001691,peroxidasin homolog,peroxidasin homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687134,0,live,LOC113687134,pdam_00017763,uncharacterized LOC113687134,uncharacterized protein LOC113687134,,Un,,,,,,
46731,Pocillopora damicornis,113687133,0,live,LOC113687133,,uncharacterized LOC113687133,LOW QUALITY PROTEIN: uncharacterized protein LOC113687133,,Un,,,,,,
46731,Pocillopora damicornis,113687132,0,live,LOC113687132,pdam_00017766,uncharacterized LOC113687132,uncharacterized protein LOC113687132,,Un,,,,,,
46731,Pocillopora damicornis,113687130,0,live,LOC113687130,,octopamine receptor beta-2R-like,octopamine receptor beta-2R-like,,Un,,,,,,
46731,Pocillopora damicornis,113687129,0,live,LOC113687129,,deleted in malignant brain tumors 1 protein-like,deleted in malignant brain tumors 1 protein-like,,Un,,,,,,
46731,Pocillopora damicornis,113687128,0,live,LOC113687128,,proto-oncogene tyrosine-protein kinase receptor Ret-like,proto-oncogene tyrosine-protein kinase receptor Ret-like,,Un,,,,,,
46731,Pocillopora damicornis,113687127,0,live,LOC113687127,,neural cell adhesion molecule 1-like,neural cell adhesion molecule 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687126,0,live,LOC113687126,,proto-oncogene tyrosine-protein kinase receptor Ret-like,proto-oncogene tyrosine-protein kinase receptor Ret-like,,Un,,,,,,
46731,Pocillopora damicornis,113687125,0,live,LOC113687125,,tyrosine kinase receptor Cad96Ca-like,tyrosine kinase receptor Cad96Ca-like,,Un,,,,,,
46731,Pocillopora damicornis,113687124,0,live,LOC113687124,pdam_00001671,hemicentin-1-like,hemicentin-1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687123,0,live,LOC113687123,,uncharacterized LOC113687123,uncharacterized protein LOC113687123,,Un,,,,,,
46731,Pocillopora damicornis,113687122,0,live,LOC113687122,pdam_00023586,eukaryotic translation initiation factor 3 subunit F-like,eukaryotic translation initiation factor 3 subunit F-like,,Un,,,,,,
46731,Pocillopora damicornis,113687121,0,live,LOC113687121,,uncharacterized LOC113687121,uncharacterized protein LOC113687121,,Un,,,,,,
46731,Pocillopora damicornis,113687120,0,live,LOC113687120,,uncharacterized LOC113687120,,,Un,,,,,,
46731,Pocillopora damicornis,113687119,0,live,LOC113687119,pdam_00023588,uncharacterized LOC113687119,uncharacterized protein LOC113687119,,Un,,,,,,
46731,Pocillopora damicornis,113687118,0,live,LOC113687118,pdam_00023589,uncharacterized LOC113687118,uncharacterized protein LOC113687118,,Un,,,,,,
46731,Pocillopora damicornis,113687117,0,live,LOC113687117,pdam_00023590,ZP domain-containing protein-like,ZP domain-containing protein-like,,Un,,,,,,
46731,Pocillopora damicornis,113687116,0,live,LOC113687116,pdam_00025479,C-type mannose receptor 2-like,C-type mannose receptor 2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687115,0,live,LOC113687115,,uncharacterized LOC113687115,,,Un,,,,,,
46731,Pocillopora damicornis,113687114,0,live,LOC113687114,pdam_00020634,prostatic acid phosphatase-like,prostatic acid phosphatase-like,,Un,,,,,,
46731,Pocillopora damicornis,113687113,0,live,LOC113687113,pdam_00001670,vascular endothelial growth factor receptor 2-like,vascular endothelial growth factor receptor 2-like,,Un,,,,,,
46731,Pocillopora damicornis,113687112,0,live,LOC113687112,pdam_00020626,uncharacterized LOC113687112,uncharacterized protein LOC113687112,,Un,,,,,,
46731,Pocillopora damicornis,113687111,0,live,LOC113687111,pdam_00020635,SOSS complex subunit C homolog,SOSS complex subunit C homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687110,0,live,LOC113687110,pdam_00020628,uncharacterized LOC113687110,uncharacterized protein LOC113687110,,Un,,,,,,
46731,Pocillopora damicornis,113687109,0,live,LOC113687109,pdam_00020632,uncharacterized protein C19orf44-like,uncharacterized protein C19orf44-like,,Un,,,,,,
46731,Pocillopora damicornis,113687108,0,live,LOC113687108,,protein zyg-11 homolog,protein zyg-11 homolog B-like|protein zyg-11 homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687107,0,live,LOC113687107,pdam_00020637,tetratricopeptide repeat protein 28-like,tetratricopeptide repeat protein 28-like,,Un,,,,,,
46731,Pocillopora damicornis,113687106,0,live,LOC113687106,,uncharacterized LOC113687106,LOW QUALITY PROTEIN: uncharacterized protein LOC113687106,,Un,,,,,,
46731,Pocillopora damicornis,113687105,0,live,LOC113687105,,protein zyg-11 homolog,protein zyg-11 homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687104,0,live,LOC113687104,pdam_00020629,SCL-interrupting locus protein homolog,SCL-interrupting locus protein homolog,,Un,,,,,,
46731,Pocillopora damicornis,113687103,0,live,LOC113687103,,uncharacterized LOC113687103,uncharacterized protein LOC113687103,,Un,,,,,,
46731,Pocillopora damicornis,113687102,0,live,LOC113687102,pdam_00003538,fibroblast growth factor 1-like,fibroblast growth factor 1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687101,0,live,LOC113687101,,uncharacterized LOC113687101,uncharacterized protein LOC113687101,,Un,,,,,,
46731,Pocillopora damicornis,113687100,0,live,LOC113687100,,uncharacterized LOC113687100,,,Un,,,,,,
46731,Pocillopora damicornis,113687099,0,live,LOC113687099,,uncharacterized LOC113687099,,,Un,,,,,,
46731,Pocillopora damicornis,113687098,0,live,LOC113687098,pdam_00020633,tctex1 domain-containing protein 1-A-like,tctex1 domain-containing protein 1-A-like,,Un,,,,,,
46731,Pocillopora damicornis,113687097,0,live,LOC113687097,pdam_00024387,adhesion G-protein coupled receptor G5-like,adhesion G-protein coupled receptor G5-like,,Un,,,,,,
46731,Pocillopora damicornis,113687096,0,live,LOC113687096,pdam_00024388,adhesion G-protein coupled receptor D1-like,adhesion G-protein coupled receptor D1-like,,Un,,,,,,
46731,Pocillopora damicornis,113687095,0,live,LOC113687095,,uncharacterized LOC113687095,uncharacterized protein LOC113687095,,Un,,,,,,
46731,Pocillopora damicornis,113687094,0,live,LOC113687094,,uncharacterized LOC113687094,,,Un,,,,,,
46731,Pocillopora damicornis,113687093,0,live,LOC113687093,,E3 ubiquitin-protein ligase TRIM71-like,E3 ubiquitin-protein ligase TRIM71-like,,Un,,,,,,
46731,Pocillopora damicornis,113687092,0,live,LOC113687092,,histidine N-acetyltransferase-like,histidine N-acetyltransferase-like,,Un,,,,,,
46731,Pocillopora damicornis,113687091,0,live,LOC113687091,pdam_00016520,von Willebrand factor A domain-containing protein 7-like,von Willebrand factor A domain-containing protein 7-like,,Un,,,,,,
46731,Pocillopora damicornis,113687090,0,live,LOC113687090,pdam_00016518,D-aminoacyl-tRNA deacylase-like,D-aminoacyl-tRNA deacylase-like,,Un,,,,,,
46731,Pocillopora damicornis,113687089,0,live,LOC113687089,,uncharacterized LOC113687089,,,Un,,,,,,
46731,Pocillopora damicornis,113687088,0,live,LOC113687088,pdam_00016515,uncharacterized LOC113687088,uncharacterized protein LOC113687088,,Un,,,,,,
46731,Pocillopora damicornis,113687087,0,live,LOC113687087,pdam_00016509,cilia- and flagella-associated protein 70-like,cilia- and flagella-associated protein 70-like,,Un,,,,,,
