"","GO.IDs","gene_id","term","ontology","over_represented_pvalue","log2FoldChange","padj","Treatment_Compare","Species","Site","GO.Term","GO.Slim.Term","Cat"
"146","GO:0000145","Acerv_evm.model.Segkk384_pilon.7","exocyst","CC",0.042984627,-1.517728143,0.01369827,"CvsT2","A.cervicornis","Florida","exocyst","other cellular component","C"
"147","GO:0000145","Acerv_evm.model.Segkk384_pilon.7","exocyst","CC",0.042984627,-1.793280034,0.007015269,"CvsT4","A.cervicornis","Florida","exocyst","other cellular component","C"
"446","GO:0000438","Acerv_evm.model.Segkk3047_pilon.5","core TFIIH complex portion of holo TFIIH complex","CC",0.025341352,-2.85672963,6.79e-08,"CvsT4","A.cervicornis","Florida","core TFIIH complex portion of holo TFIIH complex","nucleus","C"
"447","GO:0000438","Acerv_evm.model.Segkk3047_pilon.5","core TFIIH complex portion of holo TFIIH complex","CC",0.025341352,-2.727694155,2.07e-06,"CvsT1","A.cervicornis","Florida","core TFIIH complex portion of holo TFIIH complex","nucleus","C"
"448","GO:0000438","Acerv_evm.model.Segkk3047_pilon.5","core TFIIH complex portion of holo TFIIH complex","CC",0.025341352,-3.30114616,1.16e-12,"CvsT2","A.cervicornis","Florida","core TFIIH complex portion of holo TFIIH complex","nucleus","C"
"449","GO:0000438","Acerv_evm.model.Segkk3047_pilon.5","core TFIIH complex portion of holo TFIIH complex","CC",0.025341352,-2.818322328,1.71e-08,"CvsT3","A.cervicornis","Florida","core TFIIH complex portion of holo TFIIH complex","nucleus","C"
"450","GO:0000439","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIIH core complex","CC",0.046210721,-2.727694155,2.07e-06,"CvsT1","A.cervicornis","Florida","core TFIIH complex","nucleus","C"
"451","GO:0000439","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIIH core complex","CC",0.046210721,-2.818322328,1.71e-08,"CvsT3","A.cervicornis","Florida","core TFIIH complex","nucleus","C"
"452","GO:0000439","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIIH core complex","CC",0.046210721,-3.30114616,1.16e-12,"CvsT2","A.cervicornis","Florida","core TFIIH complex","nucleus","C"
"453","GO:0000439","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIIH core complex","CC",0.046210721,-2.85672963,6.79e-08,"CvsT4","A.cervicornis","Florida","core TFIIH complex","nucleus","C"
"647","GO:0000793","Acerv_evm.model.Segkk3394_pilon.16","condensed chromosome","CC",0.014598654,-5.146010627,1.03e-40,"CvsT3","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"648","GO:0000793","Acerv_evm.model.Segkk1793_pilon.1","condensed chromosome","CC",0.014598654,-3.449929833,2.18e-09,"CvsT3","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"649","GO:0000793","Acerv_evm.model.Segkk1793_pilon.1","condensed chromosome","CC",0.014598654,-2.986722204,4.54e-06,"CvsT4","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"650","GO:0000793","Acerv_evm.model.Segkk3394_pilon.16","condensed chromosome","CC",0.014598654,-5.668645984,2.23e-43,"CvsT4","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"651","GO:0000793","Acerv_evm.model.Segkk3394_pilon.16","condensed chromosome","CC",0.014598654,-5.367576715,9.06e-45,"CvsT2","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"652","GO:0000793","Acerv_evm.model.Segkk1793_pilon.1","condensed chromosome","CC",0.014598654,-3.646884739,4.38e-09,"CvsT1","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"653","GO:0000793","Acerv_evm.model.Segkk3394_pilon.16","condensed chromosome","CC",0.014598654,-5.21903369,1.07e-35,"CvsT1","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"654","GO:0000793","Acerv_evm.model.Segkk1793_pilon.1","condensed chromosome","CC",0.014598654,-3.342112868,6.7e-09,"CvsT2","A.cervicornis","Florida","condensed chromosome","other cellular component","C"
"676","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-1.907117848,0.003129276,"CvsT3","A.cervicornis","Florida","ESCRT II complex","other membranes","C"
"677","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-1.907117848,0.003129276,"CvsT3","A.cervicornis","Florida","ESCRT II complex","other cytoplasmic organelle","C"
"678","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-1.81313044,0.019991259,"CvsT4","A.cervicornis","Florida","ESCRT II complex","other membranes","C"
"679","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-1.81313044,0.019991259,"CvsT4","A.cervicornis","Florida","ESCRT II complex","other cytoplasmic organelle","C"
"680","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-2.143028793,0.000200263,"CvsT2","A.cervicornis","Florida","ESCRT II complex","other membranes","C"
"681","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-2.143028793,0.000200263,"CvsT2","A.cervicornis","Florida","ESCRT II complex","other cytoplasmic organelle","C"
"682","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-2.106918486,0.003247754,"CvsT1","A.cervicornis","Florida","ESCRT II complex","other membranes","C"
"683","GO:0000814","Acerv_evm.model.Segkk223_pilon.4","ESCRT II complex","CC",0.043509597,-2.106918486,0.003247754,"CvsT1","A.cervicornis","Florida","ESCRT II complex","other cytoplasmic organelle","C"
"867","GO:0001533","Acerv_evm.model.Segkk1929_pilon.4","cornified envelope","CC",0.027822697,-0.786410041,0.018969586,"CvsT2","A.cervicornis","Florida","cornified envelope","cytoskeleton","C"
"3890","GO:0005642","Acerv_evm.model.Segkk384_pilon.7","annulate lamellae","CC",0.043005025,-1.793280034,0.007015269,"CvsT4","A.cervicornis","Florida","annulate lamellae","other membranes","C"
"3891","GO:0005642","Acerv_evm.model.Segkk384_pilon.7","annulate lamellae","CC",0.043005025,-1.517728143,0.01369827,"CvsT2","A.cervicornis","Florida","annulate lamellae","other membranes","C"
"3900","GO:0005658","Acerv_evm.model.Segkk2935_pilon.2","alpha DNA polymerase:primase complex","CC",0.044497493,-2.274624131,0.011105016,"CvsT3","A.cervicornis","Florida","alpha DNA polymerase:primase complex","nucleus","C"
"3901","GO:0005658","Acerv_evm.model.Segkk2935_pilon.2","alpha DNA polymerase:primase complex","CC",0.044497493,-2.677797844,0.000338881,"CvsT2","A.cervicornis","Florida","alpha DNA polymerase:primase complex","nucleus","C"
"3902","GO:0005658","Acerv_evm.model.Segkk2935_pilon.2","alpha DNA polymerase:primase complex","CC",0.044497493,-2.324160081,0.017863022,"CvsT4","A.cervicornis","Florida","alpha DNA polymerase:primase complex","nucleus","C"
"3910","GO:0005669","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIID complex","CC",0.006189877,-2.727694155,2.07e-06,"CvsT1","A.cervicornis","Florida","transcription factor TFIID complex","nucleus","C"
"3911","GO:0005669","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIID complex","CC",0.006189877,-2.818322328,1.71e-08,"CvsT3","A.cervicornis","Florida","transcription factor TFIID complex","nucleus","C"
"3912","GO:0005669","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIID complex","CC",0.006189877,-2.85672963,6.79e-08,"CvsT4","A.cervicornis","Florida","transcription factor TFIID complex","nucleus","C"
"3913","GO:0005669","Acerv_evm.model.Segkk3047_pilon.5","transcription factor TFIID complex","CC",0.006189877,-3.30114616,1.16e-12,"CvsT2","A.cervicornis","Florida","transcription factor TFIID complex","nucleus","C"
"3914","GO:0005669","Acerv_evm.model.Segkk2701_pilon.2","transcription factor TFIID complex","CC",0.006189877,-1.344041019,0.007410038,"CvsT2","A.cervicornis","Florida","transcription factor TFIID complex","nucleus","C"
"4011","GO:0005770","Acerv_evm.model.Segkk1945_pilon.2","late endosome","CC",0.037718377,-2.971983022,0.000211784,"CvsT3","A.cervicornis","Florida","late endosome","other cytoplasmic organelle","C"
"4012","GO:0005770","Acerv_evm.model.Segkk2585_pilon.5","late endosome","CC",0.037718377,-1.227653055,0.037119122,"CvsT2","A.cervicornis","Florida","late endosome","other cytoplasmic organelle","C"
"4013","GO:0005770","Acerv_evm.model.Segkk1945_pilon.2","late endosome","CC",0.037718377,-2.495587387,0.00470295,"CvsT2","A.cervicornis","Florida","late endosome","other cytoplasmic organelle","C"
"4014","GO:0005770","Acerv_evm.model.Segkk1945_pilon.2","late endosome","CC",0.037718377,-2.953644154,0.001690962,"CvsT1","A.cervicornis","Florida","late endosome","other cytoplasmic organelle","C"
"4015","GO:0005770","Acerv_evm.model.Segkk3091_pilon.8","late endosome","CC",0.037718377,-1.831256115,0.043619104,"T1vsT2","A.cervicornis","Florida","late endosome","other cytoplasmic organelle","C"
"4045","GO:0005794","Acerv_evm.model.Segkk4318_pilon.2","Golgi apparatus","CC",0.03647959,-1.374689274,0.022123716,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4046","GO:0005794","Acerv_evm.model.Segkk4047_pilon.16","Golgi apparatus","CC",0.03647959,2.504049974,0.027846019,"T2vsT3","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4047","GO:0005794","Acerv_evm.model.Segkk1945_pilon.2","Golgi apparatus","CC",0.03647959,-2.971983022,0.000211784,"CvsT3","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4048","GO:0005794","Acerv_evm.model.Segkk3450_pilon.3","Golgi apparatus","CC",0.03647959,-0.872868173,0.014871409,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4049","GO:0005794","Acerv_evm.model.Segkk3419_pilon.10","Golgi apparatus","CC",0.03647959,-2.277502973,0.043986163,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4050","GO:0005794","Acerv_evm.model.Segkk3419_pilon.10","Golgi apparatus","CC",0.03647959,-2.875865615,0.011902611,"CvsT1","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4051","GO:0005794","Acerv_evm.model.Segkk3419_pilon.10","Golgi apparatus","CC",0.03647959,-2.517370874,0.04991833,"CvsT4","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4052","GO:0005794","Acerv_evm.model.Segkk2585_pilon.5","Golgi apparatus","CC",0.03647959,-1.227653055,0.037119122,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4053","GO:0005794","Acerv_evm.model.Segkk1945_pilon.2","Golgi apparatus","CC",0.03647959,-2.953644154,0.001690962,"CvsT1","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4054","GO:0005794","Acerv_evm.model.Segkk4047_pilon.16","Golgi apparatus","CC",0.03647959,-2.129740896,0.016658027,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4055","GO:0005794","Acerv_evm.model.Segkk1945_pilon.2","Golgi apparatus","CC",0.03647959,-2.495587387,0.00470295,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4056","GO:0005794","Acerv_evm.model.Segkk3419_pilon.10","Golgi apparatus","CC",0.03647959,-2.431610742,0.045581587,"CvsT3","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4057","GO:0005794","Acerv_evm.model.Segkk2909_pilon.1","Golgi apparatus","CC",0.03647959,0.696595103,0.017750505,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4058","GO:0005794","Acerv_evm.model.Segkk1732_pilon.65","Golgi apparatus","CC",0.03647959,1.121450192,0.026158834,"CvsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4059","GO:0005794","Acerv_evm.model.Segkk4047_pilon.16","Golgi apparatus","CC",0.03647959,-2.782061204,0.009909287,"T1vsT2","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4060","GO:0005794","Acerv_evm.model.Segkk3450_pilon.3","Golgi apparatus","CC",0.03647959,-0.938500769,0.032596441,"CvsT4","A.cervicornis","Florida","Golgi apparatus","ER/Golgi","C"
"4086","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.571409273,1.54e-91,"CvsT3","A.cervicornis","Florida","heterotrimeric G-protein complex","plasma membrane","C"
"4087","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.571409273,1.54e-91,"CvsT3","A.cervicornis","Florida","heterotrimeric G-protein complex","other membranes","C"
"4088","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.433317876,1.9e-77,"CvsT4","A.cervicornis","Florida","heterotrimeric G-protein complex","plasma membrane","C"
"4089","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.433317876,1.9e-77,"CvsT4","A.cervicornis","Florida","heterotrimeric G-protein complex","other membranes","C"
"4090","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.500485914,1.96e-78,"CvsT1","A.cervicornis","Florida","heterotrimeric G-protein complex","plasma membrane","C"
"4091","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.500485914,1.96e-78,"CvsT1","A.cervicornis","Florida","heterotrimeric G-protein complex","other membranes","C"
"4092","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.312290118,3.42e-84,"CvsT2","A.cervicornis","Florida","heterotrimeric G-protein complex","plasma membrane","C"
"4093","GO:0005834","Acerv_evm.model.Segkk3422_pilon.23","heterotrimeric G-protein complex","CC",0.022310891,-6.312290118,3.42e-84,"CvsT2","A.cervicornis","Florida","heterotrimeric G-protein complex","other membranes","C"
"6106","GO:0008180","Acerv_evm.model.Segkk1895_pilon.6","COP9 signalosome","CC",0.032416611,-1.181838233,0.011105016,"CvsT3","A.cervicornis","Florida","signalosome","nucleus","C"
"6107","GO:0008180","Acerv_evm.model.Segkk1575_pilon.7","COP9 signalosome","CC",0.032416611,-1.945563206,0.009435072,"CvsT2","A.cervicornis","Florida","signalosome","nucleus","C"
"6108","GO:0008180","Acerv_evm.model.Segkk1895_pilon.6","COP9 signalosome","CC",0.032416611,-1.306032646,0.010735538,"CvsT1","A.cervicornis","Florida","signalosome","nucleus","C"
