"","gene_id","scaffold","gene.start","gene.stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1"
"1","jamg1.TU.Sc0000000.123","Sc0000000",1382967,1387512,4545,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","jamg1.TU.Sc0000001.114","Sc0000001",1219930,1220619,689,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","jamg1.TU.Sc0000001.199","Sc0000001",2290054,2297615,7561,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","jamg1.TU.Sc0000003.1","Sc0000003",3372,14866,11494,"GO:0008234",0.0430104234035176,0.995681514180527,2,33,"cysteine-type peptidase activity","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","jamg1.TU.Sc0000009.159","Sc0000009",1938959,1939276,317,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","jamg1.TU.Sc0000016.10","Sc0000016",66632,69763,3131,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","jamg1.TU.Sc0000016.9","Sc0000016",59641,62775,3134,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","jamg1.TU.Sc0000021.100","Sc0000021",1441588,1446716,5128,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","jamg1.TU.Sc0000023.74","Sc0000023",931682,933612,1930,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","jamg1.TU.Sc0000024.23","Sc0000024",321581,323524,1943,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","jamg1.TU.Sc0000031.71","Sc0000031",652537,657534,4997,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","jamg1.TU.Sc0000032.13","Sc0000032",230824,232680,1856,"GO:0005515",0.0286437958505903,0.981931467686279,38,2812,"protein binding","MF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
