"","gene_id","GO.ID"
"1","jamg1.TU.Sc0000000.123","GO:0005515"
"2","jamg1.TU.Sc0000000.159","GO:0003700"
"3","jamg1.TU.Sc0000000.159","GO:0006355"
"4","jamg1.TU.Sc0000000.159","GO:0003700"
"5","jamg1.TU.Sc0000000.159","GO:0006355"
"6","jamg1.TU.Sc0000000.159","GO:0046983"
"7","jamg1.TU.Sc0000000.159","GO:0046983"
"8","jamg1.TU.Sc0000000.159","GO:0046983"
"9","jamg1.TU.Sc0000000.159","GO:0046983"
"10","jamg1.TU.Sc0000000.159","GO:0046983"
"11","jamg1.TU.Sc0000000.159","GO:0046983"
"12","jamg1.TU.Sc0000000.231","GO:0004867"
"13","jamg1.TU.Sc0000000.231","GO:0004867"
"14","jamg1.TU.Sc0000000.231","GO:0004867"
"15","jamg1.TU.Sc0000000.231","GO:0004867"
"16","jamg1.TU.Sc0000000.231","GO:0004867"
"17","jamg1.TU.Sc0000000.231","GO:0004867"
"18","jamg1.TU.Sc0000000.231","GO:0004867"
"19","jamg1.TU.Sc0000000.51","GO:0005576"
"20","jamg1.TU.Sc0000000.53","GO:0005576"
"21","jamg1.TU.Sc0000000.53","GO:0008061"
"22","jamg1.TU.Sc0000000.53","GO:0005576"
"23","jamg1.TU.Sc0000000.53","GO:0008061"
"24","jamg1.TU.Sc0000000.53","GO:0005576"
"25","jamg1.TU.Sc0000000.53","GO:0008061"
"26","jamg1.TU.Sc0000000.53","GO:0008061"
"27","jamg1.TU.Sc0000000.92","GO:0016021"
"28","jamg1.TU.Sc0000000.93","GO:0016021"
"29","jamg1.TU.Sc0000001.109","GO:0005515"
"30","jamg1.TU.Sc0000001.109","GO:0042981"
"31","jamg1.TU.Sc0000001.109","GO:0005515"
"32","jamg1.TU.Sc0000001.109","GO:0042981"
"33","jamg1.TU.Sc0000001.111","GO:0042981"
"34","jamg1.TU.Sc0000001.111","GO:0005515"
"35","jamg1.TU.Sc0000001.111","GO:0042981"
"36","jamg1.TU.Sc0000001.111","GO:0005515"
"37","jamg1.TU.Sc0000001.111","GO:0042981"
"38","jamg1.TU.Sc0000001.114","GO:0005515"
"39","jamg1.TU.Sc0000001.114","GO:0042981"
"40","jamg1.TU.Sc0000001.114","GO:0005515"
"41","jamg1.TU.Sc0000001.114","GO:0042981"
"42","jamg1.TU.Sc0000001.114","GO:0005515"
"43","jamg1.TU.Sc0000001.114","GO:0042981"
"44","jamg1.TU.Sc0000001.127","GO:0005515"
"45","jamg1.TU.Sc0000001.127","GO:0005515"
"46","jamg1.TU.Sc0000001.127","GO:0005515"
"47","jamg1.TU.Sc0000001.127","GO:0005515"
"48","jamg1.TU.Sc0000001.135","GO:0004930"
"49","jamg1.TU.Sc0000001.135","GO:0007186"
"50","jamg1.TU.Sc0000001.135","GO:0016021"
"51","jamg1.TU.Sc0000001.135","GO:0016021"
"52","jamg1.TU.Sc0000001.135","GO:0016021"
"53","jamg1.TU.Sc0000001.135","GO:0004930"
"54","jamg1.TU.Sc0000001.135","GO:0007186"
"55","jamg1.TU.Sc0000001.135","GO:0016021"
"56","jamg1.TU.Sc0000001.196","GO:0016021"
"57","jamg1.TU.Sc0000001.196","GO:0016021"
"58","jamg1.TU.Sc0000001.196","GO:0004930"
"59","jamg1.TU.Sc0000001.196","GO:0007186"
"60","jamg1.TU.Sc0000001.196","GO:0016021"
"61","jamg1.TU.Sc0000001.196","GO:0004930"
"62","jamg1.TU.Sc0000001.196","GO:0007186"
"63","jamg1.TU.Sc0000001.196","GO:0016021"
"64","jamg1.TU.Sc0000001.199","GO:0005515"
"65","jamg1.TU.Sc0000001.199","GO:0005515"
"66","jamg1.TU.Sc0000001.199","GO:0005515"
"67","jamg1.TU.Sc0000002.123","GO:0005347"
"68","jamg1.TU.Sc0000002.123","GO:0055085"
"69","jamg1.TU.Sc0000002.206","GO:0004930"
"70","jamg1.TU.Sc0000002.206","GO:0007186"
"71","jamg1.TU.Sc0000002.206","GO:0016021"
"72","jamg1.TU.Sc0000002.206","GO:0004930"
"73","jamg1.TU.Sc0000002.206","GO:0007186"
"74","jamg1.TU.Sc0000002.206","GO:0016021"
"75","jamg1.TU.Sc0000002.206","GO:0016021"
"76","jamg1.TU.Sc0000002.206","GO:0004977"
"77","jamg1.TU.Sc0000002.206","GO:0007186"
"78","jamg1.TU.Sc0000002.206","GO:0016021"
"79","jamg1.TU.Sc0000002.206","GO:0016021"
"80","jamg1.TU.Sc0000002.206","GO:0004930"
"81","jamg1.TU.Sc0000002.206","GO:0007186"
"82","jamg1.TU.Sc0000002.206","GO:0016021"
"83","jamg1.TU.Sc0000002.207","GO:0016021"
"84","jamg1.TU.Sc0000002.207","GO:0016021"
"85","jamg1.TU.Sc0000002.207","GO:0004930"
"86","jamg1.TU.Sc0000002.207","GO:0007186"
"87","jamg1.TU.Sc0000002.207","GO:0016021"
"88","jamg1.TU.Sc0000002.209","GO:0004930"
"89","jamg1.TU.Sc0000002.209","GO:0007186"
"90","jamg1.TU.Sc0000002.209","GO:0016021"
"91","jamg1.TU.Sc0000002.209","GO:0004930"
"92","jamg1.TU.Sc0000002.209","GO:0007186"
"93","jamg1.TU.Sc0000002.209","GO:0016021"
"94","jamg1.TU.Sc0000002.209","GO:0016021"
"95","jamg1.TU.Sc0000002.209","GO:0004930"
"96","jamg1.TU.Sc0000002.209","GO:0007186"
"97","jamg1.TU.Sc0000002.209","GO:0016021"
"98","jamg1.TU.Sc0000002.209","GO:0016021"
"99","jamg1.TU.Sc0000002.23","GO:0005509"
"100","jamg1.TU.Sc0000002.23","GO:0005509"
"101","jamg1.TU.Sc0000002.23","GO:0005509"
"102","jamg1.TU.Sc0000002.25","GO:0016021"
"103","jamg1.TU.Sc0000002.25","GO:0016021"
"104","jamg1.TU.Sc0000002.25","GO:0004930"
"105","jamg1.TU.Sc0000002.25","GO:0007186"
"106","jamg1.TU.Sc0000002.25","GO:0016021"
"107","jamg1.TU.Sc0000002.91","GO:0016020"
"108","jamg1.TU.Sc0000002.91","GO:0005044"
"109","jamg1.TU.Sc0000002.91","GO:0016020"
"110","jamg1.TU.Sc0000002.91","GO:0005044"
"111","jamg1.TU.Sc0000002.91","GO:0016020"
"112","jamg1.TU.Sc0000002.91","GO:0005044"
"113","jamg1.TU.Sc0000002.91","GO:0016020"
"114","jamg1.TU.Sc0000002.91","GO:0016020"
"115","jamg1.TU.Sc0000002.91","GO:0016020"
"116","jamg1.TU.Sc0000002.91","GO:0005515"
"117","jamg1.TU.Sc0000003.1","GO:0004869"
"118","jamg1.TU.Sc0000003.1","GO:0004869"
"119","jamg1.TU.Sc0000003.1","GO:0004869"
"120","jamg1.TU.Sc0000003.1","GO:0006508"
"121","jamg1.TU.Sc0000003.1","GO:0008234"
"122","jamg1.TU.Sc0000003.1","GO:0006508"
"123","jamg1.TU.Sc0000003.1","GO:0008234"
"124","jamg1.TU.Sc0000003.11","GO:0003874"
"125","jamg1.TU.Sc0000003.11","GO:0006729"
"126","jamg1.TU.Sc0000003.132","GO:0003824"
"127","jamg1.TU.Sc0000003.132","GO:0009116"
"128","jamg1.TU.Sc0000003.132","GO:0003824"
"129","jamg1.TU.Sc0000003.132","GO:0009116"
"130","jamg1.TU.Sc0000003.132","GO:0003824"
"131","jamg1.TU.Sc0000003.132","GO:0009116"
"132","jamg1.TU.Sc0000003.157","GO:0003677"
"133","jamg1.TU.Sc0000003.157","GO:0003677"
"134","jamg1.TU.Sc0000003.157","GO:0003677"
"135","jamg1.TU.Sc0000003.157","GO:0003677"
"136","jamg1.TU.Sc0000003.2","GO:0005515"
"137","jamg1.TU.Sc0000003.2","GO:0007165"
"138","jamg1.TU.Sc0000003.2","GO:0005515"
"139","jamg1.TU.Sc0000003.2","GO:0007165"
"140","jamg1.TU.Sc0000003.3","GO:0006508"
"141","jamg1.TU.Sc0000003.3","GO:0008234"
"142","jamg1.TU.Sc0000003.70","GO:0003676"
"143","jamg1.TU.Sc0000003.70","GO:0008270"
"144","jamg1.TU.Sc0000004.28","GO:0003676"
"145","jamg1.TU.Sc0000004.44","GO:0003676"
"146","jamg1.TU.Sc0000004.44","GO:0008270"
"147","jamg1.TU.Sc0000004.44","GO:0003676"
"148","jamg1.TU.Sc0000004.44","GO:0008270"
"149","jamg1.TU.Sc0000004.44","GO:0003676"
"150","jamg1.TU.Sc0000004.44","GO:0008270"
"151","jamg1.TU.Sc0000004.44","GO:0003676"
"152","jamg1.TU.Sc0000004.44","GO:0008270"
"153","jamg1.TU.Sc0000006.115","GO:0008083"
"154","jamg1.TU.Sc0000006.115","GO:0008083"
"155","jamg1.TU.Sc0000006.115","GO:0008083"
"156","jamg1.TU.Sc0000006.96","GO:0005515"
"157","jamg1.TU.Sc0000006.97","GO:0004869"
"158","jamg1.TU.Sc0000007.105","GO:0008146"
"159","jamg1.TU.Sc0000007.105","GO:0016021"
"160","jamg1.TU.Sc0000009.110","GO:0006508"
"161","jamg1.TU.Sc0000009.110","GO:0008237"
"162","jamg1.TU.Sc0000009.110","GO:0008270"
"163","jamg1.TU.Sc0000009.110","GO:0004222"
"164","jamg1.TU.Sc0000009.110","GO:0006508"
"165","jamg1.TU.Sc0000009.110","GO:0004222"
"166","jamg1.TU.Sc0000009.110","GO:0006508"
"167","jamg1.TU.Sc0000009.110","GO:0008237"
"168","jamg1.TU.Sc0000009.149","GO:0005856"
"169","jamg1.TU.Sc0000009.157","GO:0005856"
"170","jamg1.TU.Sc0000009.159","GO:0005515"
